rental_id,equipment_id,customer_id,site_id,site_name,site_city,check_in_date,expected_return_date,actual_return_date,rental_days,rental_rate_per_day,total_rental_cost,deposit_amount,payment_status,operator_id,contract_status,overdue_days
RNT104257,EQX1258,CUST1010,SITE120,Harbor Expansion,Chennai,2025-06-17,2025-07-10,2025-07-10,23,18000,414000,36000,Paid,OP1090,Completed,0
RNT104258,EQX1041,CUST1072,SITE103,Smart City Zone,Chennai,2025-02-04,2025-02-09,2025-02-09,5,24000,120000,48000,Pending,OP1181,Completed,0
RNT104259,EQX1074,CUST1076,SITE109,Metro Rail Project,Madurai,2025-05-31,2025-06-04,2025-06-04,4,12000,48000,24000,Partial,OP1041,Completed,0
RNT104260,EQX1029,CUST1035,SITE104,Highway Expansion,Hyderabad,2025-04-05,2025-05-02,2025-05-02,27,12000,324000,24000,Paid,OP1187,Completed,0
RNT104261,EQX1265,CUST1064,SITE110,Residential Township,Mysore,2025-05-20,2025-06-11,2025-06-11,22,22000,484000,44000,Paid,OP1155,Completed,0
RNT104262,EQX1067,CUST1015,SITE122,Harbor Expansion,Madurai,2025-05-15,2025-05-28,2025-05-30,13,24000,360000,48000,Paid,OP1096,Overdue,2
RNT104263,EQX1180,CUST1086,SITE123,River Embankment,Salem,2025-02-04,2025-03-03,2025-03-03,27,18000,486000,36000,Paid,OP1030,Completed,0
RNT104264,EQX1290,CUST1081,SITE118,IT Park,Madurai,2025-03-16,2025-04-15,2025-04-15,30,22000,660000,44000,Pending,OP1069,Completed,0
RNT104265,EQX1121,CUST1024,SITE118,Bridge Construction,Chennai,2025-02-21,2025-03-19,2025-03-19,26,22000,572000,44000,Paid,OP1131,Completed,0
RNT104266,EQX1209,CUST1061,SITE103,Airport Extension,Bangalore,2025-02-03,2025-02-12,2025-02-22,9,18000,342000,36000,Paid,OP1136,Overdue,10
RNT104267,EQX1291,CUST1013,SITE127,Solar Power Plant,Trichy,2025-05-07,2025-06-02,2025-06-02,26,25000,650000,50000,Paid,OP1069,Completed,0
RNT104268,EQX1028,CUST1038,SITE123,IT Park,Mysore,2025-02-12,2025-02-18,2025-02-18,6,12000,72000,24000,Paid,OP1117,Completed,0
RNT104269,EQX1156,CUST1057,SITE105,Airport Extension,Bangalore,2025-04-28,2025-05-12,2025-05-12,14,30000,420000,60000,Pending,OP1135,Completed,0
RNT104270,EQX1300,CUST1022,SITE129,Solar Power Plant,Bangalore,2025-05-14,2025-05-22,2025-05-22,8,24000,192000,48000,Paid,OP1044,Completed,0
RNT104271,EQX1075,CUST1007,SITE121,Mining Site,Madurai,2025-02-08,2025-02-11,2025-02-11,3,18000,54000,36000,Paid,OP1141,Completed,0
RNT104272,EQX1222,CUST1073,SITE105,Solar Power Plant,Mysore,2025-01-23,2025-02-12,2025-02-12,20,22000,440000,44000,Paid,OP1195,Completed,0
RNT104273,EQX1259,CUST1048,SITE103,River Embankment,Bangalore,2025-02-06,2025-02-23,2025-02-23,17,22000,374000,44000,Paid,OP1024,Completed,0
RNT104274,EQX1119,CUST1084,SITE108,Smart City Zone,Coimbatore,2025-06-15,2025-06-21,2025-06-21,6,22000,132000,44000,Paid,OP1096,Completed,0
RNT104275,EQX1091,CUST1045,SITE111,River Embankment,Bangalore,2025-02-26,2025-03-23,2025-03-25,25,25000,675000,50000,Paid,OP1114,Overdue,2
RNT104276,EQX1194,CUST1060,SITE122,Mining Site,Trichy,2025-04-28,2025-05-18,2025-05-28,20,12000,360000,24000,Paid,OP1148,Overdue,10
RNT104277,EQX1005,CUST1100,SITE104,Industrial Park,Salem,2025-02-28,2025-03-23,2025-03-23,23,12000,276000,24000,Paid,OP1074,Completed,0
RNT104278,EQX1025,CUST1082,SITE104,Mining Site,Mysore,2025-03-04,2025-03-13,2025-03-13,9,30000,270000,60000,Paid,OP1186,Completed,0
RNT104279,EQX1018,CUST1052,SITE130,River Embankment,Mysore,2025-02-13,2025-02-24,2025-02-24,11,22000,242000,44000,Paid,OP1190,Completed,0
RNT104280,EQX1284,CUST1030,SITE103,Bridge Construction,Salem,2025-04-22,2025-05-12,2025-05-12,20,18000,360000,36000,Paid,OP1134,Completed,0
RNT104281,EQX1116,CUST1085,SITE101,Highway Expansion,Hyderabad,2025-02-11,2025-02-28,2025-02-28,17,30000,510000,60000,Paid,OP1033,Completed,0
RNT104282,EQX1018,CUST1048,SITE129,Bridge Construction,Mysore,2025-03-28,2025-03-31,2025-03-31,3,22000,66000,44000,Paid,OP1159,Completed,0
RNT104283,EQX1110,CUST1082,SITE101,Solar Power Plant,Trichy,2025-03-14,2025-03-24,2025-03-24,10,12000,120000,24000,Paid,OP1189,Completed,0
RNT104284,EQX1228,CUST1104,SITE128,Highway Expansion,Salem,2025-04-01,2025-04-23,2025-04-23,22,24000,528000,48000,Paid,OP1160,Completed,0
RNT104285,EQX1149,CUST1039,SITE101,Metro Rail Project,Hyderabad,2025-03-23,2025-04-16,2025-04-16,24,24000,576000,48000,Paid,OP1163,Completed,0
RNT104286,EQX1199,CUST1038,SITE102,Solar Power Plant,Coimbatore,2025-03-14,2025-03-30,2025-04-08,16,18000,450000,36000,Paid,OP1088,Overdue,9
RNT104287,EQX1178,CUST1040,SITE104,River Embankment,Mysore,2025-02-24,2025-03-17,2025-03-17,21,22000,462000,44000,Paid,OP1016,Completed,0
RNT104288,EQX1098,CUST1008,SITE109,Airport Extension,Chennai,2025-01-13,2025-02-10,2025-02-10,28,30000,840000,60000,Paid,OP1194,Completed,0
RNT104289,EQX1195,CUST1079,SITE121,Metro Rail Project,Coimbatore,2025-04-03,2025-04-23,2025-04-23,20,18000,360000,36000,Paid,OP1187,Completed,0
RNT104290,EQX1127,CUST1049,SITE104,Bridge Construction,Trichy,2025-04-08,2025-04-29,2025-04-29,21,24000,504000,48000,Paid,OP1141,Completed,0
RNT104291,EQX1246,CUST1047,SITE121,Airport Extension,Chennai,2025-06-02,2025-06-28,2025-06-28,26,22000,572000,44000,Paid,OP1056,Completed,0
RNT104292,EQX1209,CUST1003,SITE129,IT Park,Madurai,2025-04-29,2025-05-02,2025-05-02,3,18000,54000,36000,Paid,OP1091,Completed,0
RNT104293,EQX1133,CUST1011,SITE108,Industrial Park,Mysore,2025-04-30,2025-05-05,2025-05-05,5,30000,150000,60000,Paid,OP1099,Completed,0
RNT104294,EQX1297,CUST1018,SITE115,Solar Power Plant,Bangalore,2025-05-07,2025-05-14,2025-05-14,7,12000,84000,24000,Paid,OP1023,Completed,0
RNT104295,EQX1026,CUST1060,SITE109,Residential Township,Salem,2025-01-26,2025-02-03,2025-02-03,8,25000,200000,50000,Paid,OP1017,Completed,0
RNT104296,EQX1031,CUST1048,SITE105,Harbor Expansion,Salem,2025-05-24,2025-06-10,2025-06-13,17,18000,360000,36000,Paid,OP1136,Overdue,3
RNT104297,EQX1177,CUST1049,SITE114,Harbor Expansion,Madurai,2025-04-01,2025-04-20,2025-04-20,19,25000,475000,50000,Paid,OP1070,Completed,0
RNT104298,EQX1066,CUST1061,SITE112,Solar Power Plant,Bangalore,2025-03-15,2025-03-19,2025-03-21,4,30000,180000,60000,Paid,OP1056,Overdue,2
RNT104299,EQX1148,CUST1070,SITE120,Bridge Construction,Madurai,2025-03-02,2025-03-28,2025-03-28,26,22000,572000,44000,Partial,OP1118,Completed,0
RNT104300,EQX1064,CUST1102,SITE110,River Embankment,Bangalore,2025-04-17,2025-04-28,2025-04-28,11,18000,198000,36000,Paid,OP1142,Completed,0
RNT104301,EQX1280,CUST1094,SITE102,Bridge Construction,Madurai,2025-02-23,2025-03-03,2025-03-03,8,18000,144000,36000,Paid,OP1116,Completed,0
RNT104302,EQX1087,CUST1055,SITE119,Highway Expansion,Chennai,2025-04-11,2025-04-21,2025-04-21,10,25000,250000,50000,Paid,OP1140,Completed,0
RNT104303,EQX1260,CUST1033,SITE107,Highway Expansion,Hyderabad,2025-01-16,2025-02-08,2025-02-08,23,30000,690000,60000,Paid,OP1168,Completed,0
RNT104304,EQX1045,CUST1065,SITE108,Bridge Construction,Chennai,2025-04-10,2025-05-07,2025-05-07,27,25000,675000,50000,Paid,OP1110,Completed,0
RNT104305,EQX1011,CUST1112,SITE122,Residential Township,Salem,2025-05-24,2025-05-27,2025-05-27,3,25000,75000,50000,Paid,OP1031,Completed,0
RNT104306,EQX1279,CUST1106,SITE111,Solar Power Plant,Coimbatore,2025-03-22,2025-04-17,2025-04-17,26,25000,650000,50000,Partial,OP1145,Completed,0
RNT104307,EQX1207,CUST1018,SITE116,River Embankment,Trichy,2025-04-22,2025-04-29,2025-05-02,7,30000,300000,60000,Partial,OP1022,Overdue,3
RNT104308,EQX1205,CUST1016,SITE120,IT Park,Madurai,2025-06-16,2025-06-28,2025-06-28,12,18000,216000,36000,Paid,OP1048,Completed,0
RNT104309,EQX1040,CUST1096,SITE101,Bridge Construction,Hyderabad,2025-05-29,2025-06-19,2025-06-19,21,12000,252000,24000,Paid,OP1052,Completed,0
RNT104310,EQX1012,CUST1038,SITE113,Airport Extension,Bangalore,2025-03-21,2025-03-28,2025-03-28,7,30000,210000,60000,Partial,OP1186,Completed,0
RNT104311,EQX1139,CUST1108,SITE106,Industrial Park,Bangalore,2025-06-08,2025-06-26,2025-06-26,18,30000,540000,60000,Paid,OP1022,Completed,0
RNT104312,EQX1266,CUST1093,SITE126,River Embankment,Chennai,2025-06-25,2025-07-02,2025-07-02,7,30000,210000,60000,Paid,OP1012,Completed,0
RNT104313,EQX1220,CUST1027,SITE112,Smart City Zone,Chennai,2025-02-02,2025-03-04,2025-03-05,30,30000,930000,60000,Paid,OP1184,Overdue,1
RNT104314,EQX1197,CUST1007,SITE123,Harbor Expansion,Madurai,2025-04-04,2025-05-03,2025-05-03,29,25000,725000,50000,Paid,OP1150,Completed,0
RNT104315,EQX1267,CUST1011,SITE124,Bridge Construction,Salem,2025-04-24,2025-04-26,2025-04-26,2,30000,60000,60000,Paid,OP1010,Completed,0
RNT104316,EQX1246,CUST1057,SITE125,Mining Site,Madurai,2025-03-04,2025-03-09,2025-03-09,5,22000,110000,44000,Partial,OP1123,Completed,0
RNT104317,EQX1172,CUST1040,SITE117,Mining Site,Hyderabad,2025-03-12,2025-03-14,2025-03-14,2,30000,60000,60000,Paid,OP1125,Completed,0
RNT104318,EQX1175,CUST1027,SITE106,Airport Extension,Trichy,2025-06-14,2025-07-11,2025-07-13,27,25000,725000,50000,Paid,OP1177,Overdue,2
RNT104319,EQX1003,CUST1027,SITE107,IT Park,Coimbatore,2025-01-26,2025-02-19,2025-02-19,24,25000,600000,50000,Partial,OP1054,Completed,0
RNT104320,EQX1286,CUST1018,SITE101,Industrial Park,Bangalore,2025-03-29,2025-04-25,2025-04-25,27,18000,486000,36000,Pending,OP1121,Completed,0
RNT104321,EQX1186,CUST1075,SITE128,Solar Power Plant,Madurai,2025-02-01,2025-02-20,2025-02-20,19,25000,475000,50000,Paid,OP1130,Completed,0
RNT104322,EQX1125,CUST1088,SITE118,Mining Site,Bangalore,2025-03-31,2025-04-19,2025-04-27,19,25000,675000,50000,Paid,OP1167,Overdue,8
RNT104323,EQX1182,CUST1066,SITE107,Metro Rail Project,Trichy,2025-01-06,2025-01-17,2025-01-17,11,22000,242000,44000,Pending,OP1074,Completed,0
RNT104324,EQX1018,CUST1031,SITE120,Solar Power Plant,Mysore,2025-04-11,2025-05-10,2025-05-10,29,22000,638000,44000,Paid,OP1015,Completed,0
RNT104325,EQX1182,CUST1064,SITE118,Industrial Park,Hyderabad,2025-03-16,2025-03-30,2025-04-02,14,22000,374000,44000,Pending,OP1085,Overdue,3
RNT104326,EQX1111,CUST1048,SITE108,Industrial Park,Chennai,2025-02-23,2025-02-27,2025-02-27,4,22000,88000,44000,Pending,OP1071,Completed,0
RNT104327,EQX1299,CUST1020,SITE111,Harbor Expansion,Mysore,2025-03-13,2025-03-31,2025-03-31,18,24000,432000,48000,Paid,OP1019,Completed,0
RNT104328,EQX1201,CUST1118,SITE130,Harbor Expansion,Madurai,2025-01-31,2025-02-18,2025-02-18,18,18000,324000,36000,Paid,OP1151,Completed,0
RNT104329,EQX1032,CUST1095,SITE113,River Embankment,Bangalore,2025-02-11,2025-02-19,2025-02-19,8,24000,192000,48000,Paid,OP1136,Completed,0
RNT104330,EQX1054,CUST1102,SITE107,Bridge Construction,Bangalore,2025-06-30,2025-07-06,2025-07-10,6,12000,120000,24000,Paid,OP1060,Overdue,4
RNT104331,EQX1062,CUST1097,SITE123,Harbor Expansion,Hyderabad,2025-03-12,2025-04-03,2025-04-03,22,12000,264000,24000,Pending,OP1102,Completed,0
RNT104332,EQX1123,CUST1045,SITE116,Highway Expansion,Coimbatore,2025-02-23,2025-03-02,2025-03-02,7,12000,84000,24000,Paid,OP1143,Completed,0
RNT104333,EQX1058,CUST1041,SITE106,Industrial Park,Coimbatore,2025-03-13,2025-03-31,2025-03-31,18,30000,540000,60000,Paid,OP1131,Completed,0
RNT104334,EQX1297,CUST1041,SITE103,Bridge Construction,Salem,2025-04-18,2025-05-08,2025-05-08,20,12000,240000,24000,Paid,OP1041,Completed,0
RNT104335,EQX1049,CUST1010,SITE120,Bridge Construction,Coimbatore,2025-01-30,2025-02-11,2025-02-15,12,12000,192000,24000,Paid,OP1149,Overdue,4
RNT104336,EQX1262,CUST1102,SITE108,Highway Expansion,Chennai,2025-04-21,2025-04-24,2025-04-24,3,25000,75000,50000,Pending,OP1139,Completed,0
RNT104337,EQX1189,CUST1070,SITE129,Smart City Zone,Trichy,2025-03-06,2025-04-04,2025-04-04,29,12000,348000,24000,Paid,OP1161,Completed,0
RNT104338,EQX1050,CUST1053,SITE124,Smart City Zone,Mysore,2025-03-15,2025-04-13,2025-04-13,29,18000,522000,36000,Partial,OP1087,Completed,0
RNT104339,EQX1011,CUST1107,SITE105,Bridge Construction,Salem,2025-02-09,2025-02-16,2025-02-16,7,25000,175000,50000,Paid,OP1181,Completed,0
RNT104340,EQX1242,CUST1058,SITE128,IT Park,Hyderabad,2025-06-24,2025-07-03,2025-07-03,9,25000,225000,50000,Paid,OP1108,Completed,0
RNT104341,EQX1148,CUST1086,SITE125,Bridge Construction,Trichy,2025-01-31,2025-02-27,2025-02-27,27,22000,594000,44000,Paid,OP1001,Completed,0
RNT104342,EQX1084,CUST1074,SITE104,Highway Expansion,Coimbatore,2025-03-12,2025-04-08,2025-04-08,27,12000,324000,24000,Paid,OP1040,Completed,0
RNT104343,EQX1197,CUST1101,SITE108,Metro Rail Project,Coimbatore,2025-06-24,2025-07-09,2025-07-10,15,25000,400000,50000,Pending,OP1119,Overdue,1
RNT104344,EQX1244,CUST1018,SITE114,Harbor Expansion,Mysore,2025-01-29,2025-02-10,2025-02-10,12,30000,360000,60000,Paid,OP1197,Completed,0
RNT104345,EQX1084,CUST1093,SITE127,Residential Township,Madurai,2025-06-26,2025-07-15,2025-07-15,19,12000,228000,24000,Partial,OP1082,Completed,0
RNT104346,EQX1044,CUST1117,SITE125,Harbor Expansion,Coimbatore,2025-03-12,2025-04-06,2025-04-06,25,24000,600000,48000,Partial,OP1115,Completed,0
RNT104347,EQX1250,CUST1013,SITE125,Highway Expansion,Hyderabad,2025-05-21,2025-06-10,2025-06-10,20,25000,500000,50000,Paid,OP1194,Completed,0
RNT104348,EQX1098,CUST1032,SITE104,Airport Extension,Bangalore,2025-03-11,2025-04-10,2025-04-10,30,30000,900000,60000,Pending,OP1079,Completed,0
RNT104349,EQX1017,CUST1016,SITE110,IT Park,Coimbatore,2025-01-18,2025-01-26,2025-01-26,8,12000,96000,24000,Paid,OP1035,Completed,0
RNT104350,EQX1258,CUST1050,SITE117,Industrial Park,Trichy,2025-03-01,2025-03-24,2025-03-27,23,18000,468000,36000,Paid,OP1097,Overdue,3
RNT104351,EQX1185,CUST1028,SITE123,Industrial Park,Chennai,2025-04-11,2025-04-21,2025-04-21,10,30000,300000,60000,Pending,OP1172,Completed,0
RNT104352,EQX1275,CUST1097,SITE117,Mining Site,Chennai,2025-01-16,2025-02-10,2025-02-12,25,18000,486000,36000,Paid,OP1146,Overdue,2
RNT104353,EQX1223,CUST1012,SITE121,Harbor Expansion,Hyderabad,2025-05-17,2025-05-23,2025-05-23,6,30000,180000,60000,Paid,OP1179,Completed,0
RNT104354,EQX1297,CUST1029,SITE129,Bridge Construction,Bangalore,2025-01-02,2025-01-07,2025-01-16,5,12000,168000,24000,Paid,OP1014,Overdue,9
RNT104355,EQX1008,CUST1047,SITE112,River Embankment,Salem,2025-01-13,2025-01-22,2025-01-22,9,30000,270000,60000,Paid,OP1185,Completed,0
RNT104356,EQX1022,CUST1029,SITE106,Bridge Construction,Bangalore,2025-06-23,2025-06-30,2025-06-30,7,24000,168000,48000,Pending,OP1161,Completed,0
RNT104357,EQX1052,CUST1042,SITE106,Solar Power Plant,Bangalore,2025-02-18,2025-03-17,2025-03-17,27,24000,648000,48000,Paid,OP1009,Completed,0
RNT104358,EQX1241,CUST1049,SITE120,Mining Site,Bangalore,2025-03-17,2025-04-06,2025-04-06,20,12000,240000,24000,Paid,OP1141,Completed,0
RNT104359,EQX1064,CUST1039,SITE107,IT Park,Coimbatore,2025-04-12,2025-04-19,2025-04-19,7,18000,126000,36000,Paid,OP1186,Completed,0
RNT104360,EQX1116,CUST1079,SITE130,Solar Power Plant,Chennai,2025-06-07,2025-06-18,2025-06-18,11,30000,330000,60000,Paid,OP1013,Completed,0
RNT104361,EQX1256,CUST1088,SITE116,Industrial Park,Mysore,2025-04-12,2025-04-30,2025-04-30,18,12000,216000,24000,Paid,OP1186,Completed,0
RNT104362,EQX1029,CUST1015,SITE127,Mining Site,Madurai,2025-01-21,2025-02-01,2025-02-09,11,12000,228000,24000,Paid,OP1135,Overdue,8
RNT104363,EQX1126,CUST1024,SITE121,River Embankment,Hyderabad,2025-04-24,2025-05-07,2025-05-07,13,18000,234000,36000,Paid,OP1005,Completed,0
RNT104364,EQX1233,CUST1071,SITE111,Bridge Construction,Coimbatore,2025-03-02,2025-03-17,2025-03-17,15,30000,450000,60000,Pending,OP1108,Completed,0
RNT104365,EQX1070,CUST1052,SITE109,Solar Power Plant,Madurai,2025-04-26,2025-05-09,2025-05-11,13,24000,360000,48000,Paid,OP1005,Overdue,2
RNT104366,EQX1267,CUST1025,SITE103,Airport Extension,Trichy,2025-04-11,2025-04-29,2025-04-30,18,30000,570000,60000,Paid,OP1065,Overdue,1
RNT104367,EQX1196,CUST1016,SITE102,River Embankment,Trichy,2025-03-24,2025-04-06,2025-04-06,13,22000,286000,44000,Paid,OP1020,Completed,0
RNT104368,EQX1227,CUST1006,SITE101,Solar Power Plant,Salem,2025-04-07,2025-04-19,2025-04-19,12,18000,216000,36000,Partial,OP1164,Completed,0
RNT104369,EQX1088,CUST1084,SITE107,Industrial Park,Bangalore,2025-04-09,2025-04-16,2025-04-20,7,18000,198000,36000,Pending,OP1188,Overdue,4
RNT104370,EQX1298,CUST1065,SITE123,Industrial Park,Salem,2025-06-26,2025-06-29,2025-06-29,3,22000,66000,44000,Paid,OP1141,Completed,0
RNT104371,EQX1278,CUST1029,SITE130,Mining Site,Madurai,2025-01-03,2025-01-22,2025-01-22,19,22000,418000,44000,Pending,OP1004,Completed,0
RNT104372,EQX1029,CUST1043,SITE115,Smart City Zone,Madurai,2025-03-09,2025-03-27,2025-03-27,18,12000,216000,24000,Paid,OP1194,Completed,0
RNT104373,EQX1145,CUST1035,SITE130,Residential Township,Mysore,2025-04-19,2025-04-21,2025-04-21,2,24000,48000,48000,Paid,OP1089,Completed,0
RNT104374,EQX1117,CUST1040,SITE102,Solar Power Plant,Hyderabad,2025-03-22,2025-03-26,2025-03-26,4,18000,72000,36000,Pending,OP1068,Completed,0
RNT104375,EQX1022,CUST1075,SITE112,Residential Township,Hyderabad,2025-01-30,2025-02-26,2025-02-26,27,24000,648000,48000,Paid,OP1009,Completed,0
RNT104376,EQX1052,CUST1039,SITE104,Smart City Zone,Mysore,2025-06-07,2025-07-05,2025-07-05,28,24000,672000,48000,Paid,OP1052,Completed,0
RNT104377,EQX1098,CUST1028,SITE118,Industrial Park,Hyderabad,2025-01-20,2025-01-23,2025-01-26,3,30000,180000,60000,Paid,OP1138,Overdue,3
RNT104378,EQX1268,CUST1049,SITE119,River Embankment,Salem,2025-02-19,2025-03-02,2025-03-02,11,22000,242000,44000,Paid,OP1177,Completed,0
RNT104379,EQX1039,CUST1117,SITE115,Metro Rail Project,Trichy,2025-02-17,2025-02-25,2025-03-01,8,18000,216000,36000,Paid,OP1045,Overdue,4
RNT104380,EQX1224,CUST1059,SITE121,Highway Expansion,Bangalore,2025-04-10,2025-04-27,2025-04-27,17,22000,374000,44000,Paid,OP1181,Completed,0
RNT104381,EQX1275,CUST1088,SITE126,Harbor Expansion,Trichy,2025-05-14,2025-05-20,2025-05-20,6,18000,108000,36000,Paid,OP1200,Completed,0
RNT104382,EQX1174,CUST1017,SITE110,Metro Rail Project,Bangalore,2025-05-17,2025-05-22,2025-05-22,5,25000,125000,50000,Paid,OP1133,Completed,0
RNT104383,EQX1128,CUST1088,SITE124,Highway Expansion,Salem,2025-04-17,2025-05-04,2025-05-13,17,30000,780000,60000,Paid,OP1089,Overdue,9
RNT104384,EQX1126,CUST1033,SITE119,River Embankment,Trichy,2025-06-05,2025-07-04,2025-07-04,29,18000,522000,36000,Paid,OP1040,Completed,0
RNT104385,EQX1114,CUST1099,SITE106,Highway Expansion,Coimbatore,2025-05-26,2025-06-09,2025-06-15,14,12000,240000,24000,Paid,OP1198,Overdue,6
RNT104386,EQX1064,CUST1035,SITE121,Harbor Expansion,Hyderabad,2025-06-11,2025-06-14,2025-06-20,3,18000,162000,36000,Pending,OP1163,Overdue,6
RNT104387,EQX1083,CUST1075,SITE112,Metro Rail Project,Coimbatore,2025-03-18,2025-03-30,2025-04-03,12,25000,400000,50000,Paid,OP1114,Overdue,4
RNT104388,EQX1201,CUST1028,SITE127,River Embankment,Coimbatore,2025-04-12,2025-04-27,2025-04-27,15,18000,270000,36000,Paid,OP1009,Completed,0
RNT104389,EQX1080,CUST1053,SITE101,Highway Expansion,Madurai,2025-04-07,2025-05-02,2025-05-04,25,24000,648000,48000,Paid,OP1104,Overdue,2
RNT104390,EQX1078,CUST1077,SITE118,Airport Extension,Coimbatore,2025-02-12,2025-02-16,2025-02-16,4,12000,48000,24000,Paid,OP1093,Completed,0
RNT104391,EQX1058,CUST1012,SITE126,Metro Rail Project,Coimbatore,2025-04-02,2025-04-08,2025-04-08,6,30000,180000,60000,Partial,OP1066,Completed,0
RNT104392,EQX1173,CUST1048,SITE110,Industrial Park,Salem,2025-04-14,2025-05-14,2025-05-14,30,24000,720000,48000,Partial,OP1184,Completed,0
RNT104393,EQX1211,CUST1035,SITE125,Metro Rail Project,Mysore,2025-04-18,2025-05-09,2025-05-13,21,24000,600000,48000,Paid,OP1001,Overdue,4
RNT104394,EQX1281,CUST1025,SITE107,Harbor Expansion,Madurai,2025-01-17,2025-02-02,2025-02-02,16,12000,192000,24000,Paid,OP1012,Completed,0
RNT104395,EQX1125,CUST1013,SITE109,Bridge Construction,Coimbatore,2025-02-14,2025-02-27,2025-03-08,13,25000,550000,50000,Pending,OP1194,Overdue,9
RNT104396,EQX1181,CUST1006,SITE102,Harbor Expansion,Salem,2025-04-13,2025-04-21,2025-04-29,8,22000,352000,44000,Paid,OP1194,Overdue,8
RNT104397,EQX1264,CUST1023,SITE121,River Embankment,Chennai,2025-02-26,2025-03-18,2025-03-18,20,22000,440000,44000,Paid,OP1128,Completed,0
RNT104398,EQX1260,CUST1094,SITE113,Bridge Construction,Coimbatore,2025-03-23,2025-04-10,2025-04-10,18,30000,540000,60000,Pending,OP1042,Completed,0
RNT104399,EQX1238,CUST1018,SITE106,IT Park,Chennai,2025-04-10,2025-04-25,2025-04-25,15,12000,180000,24000,Partial,OP1003,Completed,0
RNT104400,EQX1062,CUST1009,SITE125,Highway Expansion,Madurai,2025-06-19,2025-06-24,2025-06-24,5,12000,60000,24000,Paid,OP1030,Completed,0
RNT104401,EQX1047,CUST1088,SITE128,Metro Rail Project,Mysore,2025-05-10,2025-05-20,2025-05-29,10,24000,456000,48000,Paid,OP1188,Overdue,9
RNT104402,EQX1243,CUST1034,SITE130,Solar Power Plant,Madurai,2025-03-31,2025-04-14,2025-04-14,14,30000,420000,60000,Pending,OP1140,Completed,0
RNT104403,EQX1131,CUST1116,SITE110,Industrial Park,Trichy,2025-06-10,2025-06-26,2025-06-26,16,22000,352000,44000,Paid,OP1186,Completed,0
RNT104404,EQX1183,CUST1003,SITE118,River Embankment,Madurai,2025-01-12,2025-02-06,2025-02-06,25,12000,300000,24000,Paid,OP1072,Completed,0
RNT104405,EQX1216,CUST1074,SITE106,Residential Township,Salem,2025-01-26,2025-02-06,2025-02-09,11,24000,336000,48000,Paid,OP1172,Overdue,3
RNT104406,EQX1244,CUST1119,SITE126,Solar Power Plant,Chennai,2025-01-20,2025-02-05,2025-02-05,16,30000,480000,60000,Pending,OP1155,Completed,0
RNT104407,EQX1146,CUST1023,SITE126,Bridge Construction,Salem,2025-05-12,2025-05-24,2025-05-24,12,18000,216000,36000,Paid,OP1014,Completed,0
RNT104408,EQX1043,CUST1010,SITE123,Industrial Park,Madurai,2025-05-23,2025-05-30,2025-05-30,7,22000,154000,44000,Paid,OP1169,Completed,0
RNT104409,EQX1086,CUST1080,SITE130,River Embankment,Mysore,2025-03-07,2025-03-30,2025-04-06,23,18000,540000,36000,Pending,OP1034,Overdue,7
RNT104410,EQX1108,CUST1077,SITE116,River Embankment,Bangalore,2025-06-09,2025-06-22,2025-06-22,13,22000,286000,44000,Paid,OP1078,Completed,0
RNT104411,EQX1273,CUST1112,SITE123,IT Park,Mysore,2025-04-24,2025-04-28,2025-05-02,4,18000,144000,36000,Pending,OP1156,Overdue,4
RNT104412,EQX1129,CUST1114,SITE103,Smart City Zone,Chennai,2025-05-12,2025-05-20,2025-05-24,8,24000,288000,48000,Paid,OP1188,Overdue,4
RNT104413,EQX1188,CUST1119,SITE112,Harbor Expansion,Chennai,2025-03-14,2025-04-03,2025-04-10,20,30000,810000,60000,Partial,OP1198,Overdue,7
RNT104414,EQX1273,CUST1027,SITE109,Industrial Park,Salem,2025-05-25,2025-06-16,2025-06-16,22,18000,396000,36000,Paid,OP1146,Completed,0
RNT104415,EQX1204,CUST1087,SITE101,Mining Site,Madurai,2025-04-11,2025-05-05,2025-05-05,24,30000,720000,60000,Pending,OP1179,Completed,0
RNT104416,EQX1069,CUST1058,SITE109,IT Park,Trichy,2025-03-14,2025-03-26,2025-03-26,12,25000,300000,50000,Paid,OP1104,Completed,0
RNT104417,EQX1168,CUST1095,SITE124,River Embankment,Bangalore,2025-03-17,2025-04-09,2025-04-09,23,25000,575000,50000,Paid,OP1105,Completed,0
RNT104418,EQX1098,CUST1112,SITE114,Highway Expansion,Bangalore,2025-02-02,2025-02-04,2025-02-08,2,30000,180000,60000,Paid,OP1077,Overdue,4
RNT104419,EQX1214,CUST1103,SITE126,Smart City Zone,Coimbatore,2025-06-18,2025-06-20,2025-06-20,2,24000,48000,48000,Paid,OP1050,Completed,0
RNT104420,EQX1082,CUST1086,SITE129,Residential Township,Chennai,2025-06-13,2025-07-06,2025-07-06,23,12000,276000,24000,Paid,OP1045,Completed,0
RNT104421,EQX1285,CUST1038,SITE104,Airport Extension,Salem,2025-04-19,2025-05-15,2025-05-15,26,30000,780000,60000,Pending,OP1087,Completed,0
RNT104422,EQX1261,CUST1006,SITE108,Bridge Construction,Trichy,2025-02-11,2025-02-15,2025-02-15,4,24000,96000,48000,Paid,OP1099,Completed,0
RNT104423,EQX1083,CUST1096,SITE105,Bridge Construction,Hyderabad,2025-06-23,2025-07-02,2025-07-02,9,25000,225000,50000,Paid,OP1182,Completed,0
