maintenance_id,equipment_id,service_date,service_type,issue_reported,part_replaced,downtime_hours,service_cost,next_service_due_date,service_status
MAIN10679,EQX1131,2024-12-03,Hydraulic Service,Fuel Leakage,Battery,21.1,129201,2025-01-17,Completed
MAIN10680,EQX1143,2025-05-26,Preventive Maintenance,Engine Overheating,Battery,26.9,123149,2025-06-25,Completed
MAIN10681,EQX1137,2024-10-15,Hydraulic Service,Transmission Fault,Track Chain,11.6,108890,2024-12-14,Scheduled
MAIN10682,EQX1127,2024-12-17,Emergency Repair,Low Engine Oil,Fuel Filter,11.4,76761,2025-01-31,Completed
MAIN10683,EQX1059,2025-01-30,Corrective Maintenance,Transmission Fault,Track Chain,29.3,88559,2025-03-16,Completed
MAIN10684,EQX1035,2024-10-13,Inspection,No Issue,None,10.9,121395,2024-12-12,Completed
MAIN10685,EQX1176,2024-12-13,Corrective Maintenance,Fuel Leakage,Brake Pads,3.8,95148,2025-01-27,In Progress
MAIN10686,EQX1126,2025-02-23,Hydraulic Service,Track Wear,Hydraulic Hose,46.3,45558,2025-04-24,Completed
MAIN10687,EQX1271,2024-08-12,Emergency Repair,Transmission Fault,Track Chain,5.8,56704,2024-10-11,Completed
MAIN10688,EQX1001,2024-08-16,Preventive Maintenance,Low Engine Oil,Oil Filter,36.4,144273,2024-10-15,Completed
MAIN10689,EQX1121,2025-06-11,Oil Change,Fuel Leakage,Oil Filter,25.2,132243,2025-08-10,Completed
MAIN10690,EQX1249,2025-01-01,Preventive Maintenance,Engine Overheating,Battery,40.5,50030,2025-03-02,Completed
MAIN10691,EQX1173,2024-08-23,Preventive Maintenance,Low Engine Oil,Bucket Teeth,34.3,101104,2024-09-22,Completed
MAIN10692,EQX1226,2025-03-31,Inspection,No Issue,None,9.6,85844,2025-04-30,Completed
MAIN10693,EQX1037,2025-03-21,Emergency Repair,Transmission Fault,Oil Filter,41.9,30978,2025-05-20,Completed
MAIN10694,EQX1105,2025-04-22,Hydraulic Service,Fuel Leakage,Brake Pads,5.2,85194,2025-06-21,Completed
MAIN10695,EQX1197,2025-04-18,Corrective Maintenance,Low Engine Oil,Oil Filter,23.6,126890,2025-05-18,Completed
MAIN10696,EQX1277,2025-03-10,Oil Change,Battery Failure,Fuel Filter,13.9,89644,2025-05-09,Completed
MAIN10697,EQX1091,2025-02-25,Emergency Repair,Battery Failure,Hydraulic Pump,43.7,51105,2025-04-26,Scheduled
MAIN10698,EQX1141,2024-11-02,Corrective Maintenance,Brake Wear,Fuel Filter,11.6,42641,2025-01-01,Completed
MAIN10699,EQX1070,2024-11-20,Preventive Maintenance,Battery Failure,Oil Filter,20.9,114752,2024-12-20,Completed
MAIN10700,EQX1107,2025-03-07,Hydraulic Service,Battery Failure,Hydraulic Hose,38.7,73968,2025-04-06,Scheduled
MAIN10701,EQX1011,2025-04-03,Emergency Repair,Track Wear,Battery,7.4,53162,2025-05-18,Completed
MAIN10702,EQX1157,2024-11-04,Emergency Repair,Track Wear,Fuel Filter,45.1,130185,2024-12-19,Completed
MAIN10703,EQX1193,2025-04-16,Corrective Maintenance,Fuel Leakage,Hydraulic Pump,25.6,97212,2025-05-31,Completed
MAIN10704,EQX1003,2024-12-17,Corrective Maintenance,Battery Failure,Hydraulic Hose,7.3,137979,2025-01-16,Completed
MAIN10705,EQX1276,2024-12-08,Corrective Maintenance,Track Wear,Engine Belt,20.6,146721,2025-01-07,In Progress
MAIN10706,EQX1170,2025-01-05,Corrective Maintenance,Engine Overheating,Battery,7.1,79718,2025-02-19,Scheduled
MAIN10707,EQX1164,2025-03-18,Preventive Maintenance,Low Engine Oil,Brake Pads,33.3,123693,2025-04-17,Completed
MAIN10708,EQX1126,2024-09-29,Hydraulic Service,Fuel Leakage,Fuel Filter,38.0,26650,2024-11-28,Completed
MAIN10709,EQX1037,2024-12-29,Corrective Maintenance,Engine Overheating,Track Chain,34.3,145236,2025-02-27,Completed
MAIN10710,EQX1132,2025-06-13,Corrective Maintenance,Battery Failure,Oil Filter,33.3,7457,2025-07-13,Completed
MAIN10711,EQX1165,2025-06-18,Preventive Maintenance,Bucket Damage,Hydraulic Pump,11.4,128194,2025-07-18,Completed
MAIN10712,EQX1134,2024-11-02,Emergency Repair,Battery Failure,Hydraulic Pump,24.0,36152,2024-12-17,Completed
MAIN10713,EQX1011,2025-03-06,Corrective Maintenance,Brake Wear,Brake Pads,34.5,60595,2025-05-05,Completed
MAIN10714,EQX1019,2025-02-22,Preventive Maintenance,Transmission Fault,Track Chain,35.3,100761,2025-04-23,Completed
MAIN10715,EQX1108,2025-01-23,Corrective Maintenance,Battery Failure,Track Chain,43.6,12325,2025-03-24,Completed
MAIN10716,EQX1156,2025-01-06,Corrective Maintenance,Hydraulic Leakage,Track Chain,21.1,113821,2025-02-05,Completed
MAIN10717,EQX1044,2025-04-25,Inspection,No Issue,None,28.7,39636,2025-05-25,Completed
MAIN10718,EQX1188,2025-01-22,Preventive Maintenance,Hydraulic Leakage,Track Chain,23.8,113460,2025-02-21,Completed
MAIN10719,EQX1152,2025-04-12,Emergency Repair,Low Engine Oil,Fuel Filter,12.9,116141,2025-06-11,Completed
MAIN10720,EQX1151,2025-06-24,Preventive Maintenance,Track Wear,Engine Belt,29.7,89611,2025-08-08,In Progress
MAIN10721,EQX1274,2024-09-09,Corrective Maintenance,Bucket Damage,Brake Pads,16.8,33612,2024-10-24,Completed
MAIN10722,EQX1172,2025-03-19,Emergency Repair,Brake Wear,Brake Pads,26.4,76667,2025-05-03,Completed
MAIN10723,EQX1131,2025-04-01,Hydraulic Service,Track Wear,Oil Filter,10.4,132919,2025-05-01,Completed
MAIN10724,EQX1104,2025-06-23,Corrective Maintenance,Brake Wear,Battery,30.9,94895,2025-07-23,Scheduled
MAIN10725,EQX1039,2025-02-25,Preventive Maintenance,Fuel Leakage,Hydraulic Hose,6.3,5930,2025-04-11,In Progress
MAIN10726,EQX1225,2025-03-01,Preventive Maintenance,Track Wear,Engine Belt,31.7,26338,2025-04-30,Completed
MAIN10727,EQX1001,2024-09-24,Preventive Maintenance,Battery Failure,Hydraulic Hose,39.5,51382,2024-11-08,Completed
MAIN10728,EQX1042,2025-03-05,Hydraulic Service,Engine Overheating,Brake Pads,17.1,44375,2025-05-04,Scheduled
MAIN10729,EQX1029,2024-08-22,Inspection,No Issue,None,16.2,120542,2024-09-21,Completed
MAIN10730,EQX1032,2024-11-03,Oil Change,Fuel Leakage,Hydraulic Hose,14.6,53798,2024-12-03,Scheduled
MAIN10731,EQX1149,2024-07-18,Hydraulic Service,Battery Failure,Bucket Teeth,34.7,31197,2024-09-01,In Progress
MAIN10732,EQX1149,2024-09-13,Corrective Maintenance,Brake Wear,Bucket Teeth,28.5,116484,2024-11-12,Completed
MAIN10733,EQX1091,2025-02-26,Emergency Repair,Transmission Fault,Engine Belt,38.1,58149,2025-04-27,Completed
MAIN10734,EQX1131,2024-07-28,Corrective Maintenance,Fuel Leakage,Hydraulic Pump,28.6,142968,2024-09-11,Completed
MAIN10735,EQX1282,2024-09-02,Corrective Maintenance,Engine Overheating,Hydraulic Hose,38.8,139476,2024-11-01,Completed
MAIN10736,EQX1278,2024-11-30,Hydraulic Service,Battery Failure,Track Chain,31.1,94010,2025-01-14,Completed
MAIN10737,EQX1207,2024-12-19,Hydraulic Service,Battery Failure,Oil Filter,20.3,60320,2025-02-02,Completed
MAIN10738,EQX1214,2024-10-31,Emergency Repair,Low Engine Oil,Battery,44.1,34651,2024-12-15,Completed
MAIN10739,EQX1259,2025-02-05,Corrective Maintenance,Low Engine Oil,Battery,28.4,136261,2025-03-07,Completed
MAIN10740,EQX1146,2024-08-20,Inspection,No Issue,None,18.3,134845,2024-10-04,Scheduled
MAIN10741,EQX1254,2025-01-04,Preventive Maintenance,Battery Failure,Bucket Teeth,44.2,115642,2025-02-18,Completed
MAIN10742,EQX1043,2025-03-18,Corrective Maintenance,Engine Overheating,Fuel Filter,6.0,71904,2025-04-17,In Progress
MAIN10743,EQX1054,2025-05-24,Emergency Repair,Engine Overheating,Bucket Teeth,4.7,83555,2025-06-23,Completed
MAIN10744,EQX1073,2025-01-31,Emergency Repair,Brake Wear,Bucket Teeth,5.3,62647,2025-03-02,Completed
MAIN10745,EQX1282,2024-10-09,Preventive Maintenance,Low Engine Oil,Battery,30.8,75490,2024-11-08,Completed
MAIN10746,EQX1212,2025-02-15,Preventive Maintenance,Low Engine Oil,Hydraulic Hose,36.1,85794,2025-04-16,In Progress
MAIN10747,EQX1089,2025-01-16,Emergency Repair,Bucket Damage,Fuel Filter,14.8,27317,2025-02-15,In Progress
MAIN10748,EQX1009,2025-02-01,Corrective Maintenance,Battery Failure,Battery,5.0,33480,2025-03-03,Completed
MAIN10749,EQX1006,2025-06-04,Corrective Maintenance,Track Wear,Engine Belt,5.3,131796,2025-08-03,Scheduled
MAIN10750,EQX1118,2025-01-02,Preventive Maintenance,Low Engine Oil,Hydraulic Hose,14.1,122852,2025-02-16,Completed
MAIN10751,EQX1187,2024-12-02,Inspection,No Issue,None,38.2,108873,2025-01-31,Completed
MAIN10752,EQX1201,2024-08-05,Emergency Repair,Fuel Leakage,Oil Filter,13.8,122499,2024-09-19,Completed
MAIN10753,EQX1182,2024-10-29,Hydraulic Service,Brake Wear,Fuel Filter,45.5,127525,2024-12-13,Completed
MAIN10754,EQX1077,2025-01-24,Emergency Repair,Low Engine Oil,Oil Filter,45.5,66009,2025-02-23,Completed
MAIN10755,EQX1019,2025-05-24,Preventive Maintenance,Hydraulic Leakage,Engine Belt,7.1,43914,2025-07-08,Completed
MAIN10756,EQX1232,2025-06-03,Preventive Maintenance,Hydraulic Leakage,Hydraulic Hose,10.4,114832,2025-07-18,Completed
MAIN10757,EQX1277,2025-01-27,Preventive Maintenance,Transmission Fault,Hydraulic Hose,32.3,14198,2025-03-13,Scheduled
MAIN10758,EQX1236,2024-10-09,Preventive Maintenance,Low Engine Oil,Hydraulic Hose,31.1,113946,2024-11-08,Completed
MAIN10759,EQX1139,2024-11-21,Preventive Maintenance,Hydraulic Leakage,Hydraulic Hose,22.3,59318,2025-01-20,Completed
MAIN10760,EQX1284,2024-10-05,Corrective Maintenance,Brake Wear,Fuel Filter,26.9,45927,2024-11-04,Completed
MAIN10761,EQX1041,2025-03-19,Hydraulic Service,Brake Wear,Hydraulic Pump,9.7,75392,2025-04-18,Completed
MAIN10762,EQX1085,2025-03-16,Preventive Maintenance,Engine Overheating,Track Chain,8.3,22797,2025-04-15,Completed
MAIN10763,EQX1049,2024-09-15,Hydraulic Service,Fuel Leakage,Hydraulic Hose,2.7,92954,2024-11-14,Completed
MAIN10764,EQX1057,2024-11-10,Emergency Repair,Hydraulic Leakage,Brake Pads,31.8,116713,2024-12-10,Completed
MAIN10765,EQX1187,2025-01-27,Oil Change,Transmission Fault,Bucket Teeth,27.6,12250,2025-02-26,Completed
MAIN10766,EQX1067,2025-01-06,Emergency Repair,Engine Overheating,Battery,11.2,125558,2025-03-07,Completed
MAIN10767,EQX1155,2025-02-12,Preventive Maintenance,Bucket Damage,Hydraulic Pump,28.7,89300,2025-03-14,Completed
MAIN10768,EQX1123,2024-07-21,Corrective Maintenance,Bucket Damage,Oil Filter,42.4,94354,2024-08-20,Completed
MAIN10769,EQX1214,2025-05-04,Corrective Maintenance,Low Engine Oil,Brake Pads,6.5,113771,2025-07-03,Scheduled
MAIN10770,EQX1068,2024-11-02,Hydraulic Service,Engine Overheating,Hydraulic Hose,45.1,56162,2025-01-01,Completed
MAIN10771,EQX1130,2024-08-13,Inspection,No Issue,None,28.1,101228,2024-10-12,Scheduled
MAIN10772,EQX1238,2024-12-08,Emergency Repair,Bucket Damage,Engine Belt,11.4,64888,2025-01-22,Completed
MAIN10773,EQX1285,2024-12-18,Emergency Repair,Low Engine Oil,Hydraulic Pump,43.3,110309,2025-02-16,Completed
MAIN10774,EQX1100,2025-02-18,Inspection,No Issue,None,27.9,55115,2025-04-04,Scheduled
MAIN10775,EQX1156,2025-02-20,Emergency Repair,Hydraulic Leakage,Bucket Teeth,16.2,8416,2025-03-22,Completed
MAIN10776,EQX1161,2024-09-20,Inspection,No Issue,None,24.7,83285,2024-11-19,Completed
MAIN10777,EQX1237,2024-12-22,Preventive Maintenance,Battery Failure,Track Chain,14.1,103110,2025-02-20,Completed
MAIN10778,EQX1060,2025-02-24,Preventive Maintenance,Brake Wear,Fuel Filter,6.0,51090,2025-03-26,Scheduled
MAIN10779,EQX1059,2024-07-15,Corrective Maintenance,Engine Overheating,Brake Pads,32.3,104551,2024-08-29,Completed
MAIN10780,EQX1159,2024-08-27,Corrective Maintenance,Transmission Fault,Fuel Filter,26.9,15283,2024-09-26,In Progress
MAIN10781,EQX1258,2024-12-02,Emergency Repair,Brake Wear,Brake Pads,28.8,134606,2025-01-31,Completed
MAIN10782,EQX1106,2025-05-22,Inspection,No Issue,None,17.2,42832,2025-07-06,In Progress
MAIN10783,EQX1100,2025-03-06,Preventive Maintenance,Low Engine Oil,Engine Belt,9.0,81918,2025-04-05,Completed
MAIN10784,EQX1042,2024-11-18,Emergency Repair,Low Engine Oil,Hydraulic Pump,48.0,18800,2024-12-18,Completed
MAIN10785,EQX1265,2025-04-10,Preventive Maintenance,Hydraulic Leakage,Hydraulic Pump,17.2,143247,2025-06-09,Completed
MAIN10786,EQX1112,2025-03-30,Corrective Maintenance,Fuel Leakage,Track Chain,38.0,137491,2025-05-29,Completed
MAIN10787,EQX1067,2024-10-24,Emergency Repair,Battery Failure,Track Chain,15.9,50650,2024-12-23,Completed
MAIN10788,EQX1184,2025-05-29,Corrective Maintenance,Fuel Leakage,Battery,5.1,113125,2025-07-13,Completed
MAIN10789,EQX1093,2024-10-26,Corrective Maintenance,Fuel Leakage,Track Chain,47.0,122220,2024-11-25,Completed
MAIN10790,EQX1260,2025-06-01,Corrective Maintenance,Fuel Leakage,Hydraulic Hose,33.6,65541,2025-07-31,Completed
MAIN10791,EQX1003,2025-02-11,Hydraulic Service,Bucket Damage,Hydraulic Hose,11.9,35165,2025-03-13,Completed
MAIN10792,EQX1010,2025-05-28,Preventive Maintenance,Engine Overheating,Track Chain,38.9,74556,2025-07-27,Completed
MAIN10793,EQX1244,2025-04-01,Emergency Repair,Bucket Damage,Engine Belt,35.4,72139,2025-05-16,Scheduled
MAIN10794,EQX1047,2024-09-02,Emergency Repair,Hydraulic Leakage,Oil Filter,41.0,26640,2024-11-01,In Progress
MAIN10795,EQX1231,2025-03-25,Corrective Maintenance,Bucket Damage,Engine Belt,33.1,126063,2025-05-09,Completed
MAIN10796,EQX1169,2025-03-16,Corrective Maintenance,Brake Wear,Track Chain,12.2,48078,2025-04-30,Scheduled
MAIN10797,EQX1142,2025-05-06,Corrective Maintenance,Brake Wear,Hydraulic Hose,41.8,116357,2025-06-20,Completed
MAIN10798,EQX1283,2025-06-18,Hydraulic Service,Fuel Leakage,Track Chain,3.3,93342,2025-07-18,Completed
MAIN10799,EQX1179,2025-03-01,Inspection,No Issue,None,14.5,110839,2025-03-31,Completed
MAIN10800,EQX1094,2024-08-25,Preventive Maintenance,Low Engine Oil,Fuel Filter,44.6,98180,2024-10-24,In Progress
MAIN10801,EQX1287,2025-03-14,Preventive Maintenance,Engine Overheating,Brake Pads,39.9,50922,2025-04-13,Completed
MAIN10802,EQX1274,2024-08-31,Corrective Maintenance,Fuel Leakage,Brake Pads,5.9,42140,2024-10-30,Completed
MAIN10803,EQX1202,2025-03-28,Emergency Repair,Bucket Damage,Bucket Teeth,30.1,6127,2025-05-12,Completed
MAIN10804,EQX1164,2025-01-27,Preventive Maintenance,Low Engine Oil,Bucket Teeth,33.2,8076,2025-03-13,Completed
MAIN10805,EQX1143,2025-04-10,Corrective Maintenance,Low Engine Oil,Hydraulic Pump,19.3,122695,2025-06-09,Completed
MAIN10806,EQX1245,2024-07-22,Emergency Repair,Low Engine Oil,Hydraulic Pump,10.2,108776,2024-08-21,Completed
MAIN10807,EQX1089,2025-04-03,Hydraulic Service,Low Engine Oil,Hydraulic Pump,40.6,119129,2025-05-18,In Progress
MAIN10808,EQX1117,2024-10-06,Emergency Repair,Transmission Fault,Bucket Teeth,25.5,87546,2024-11-20,Completed
MAIN10809,EQX1146,2024-12-28,Inspection,No Issue,None,31.0,138333,2025-01-27,Completed
MAIN10810,EQX1123,2025-04-22,Hydraulic Service,Engine Overheating,Brake Pads,22.3,17597,2025-06-21,Completed
MAIN10811,EQX1245,2025-05-03,Corrective Maintenance,Low Engine Oil,Oil Filter,43.8,111521,2025-06-17,Completed
MAIN10812,EQX1223,2025-06-16,Inspection,No Issue,None,10.2,136625,2025-08-15,Completed
MAIN10813,EQX1139,2024-07-09,Preventive Maintenance,Engine Overheating,Engine Belt,26.7,28435,2024-08-23,Completed
MAIN10814,EQX1187,2024-11-14,Inspection,No Issue,None,24.3,77643,2025-01-13,Scheduled
MAIN10815,EQX1127,2024-10-12,Emergency Repair,Hydraulic Leakage,Hydraulic Hose,2.1,48053,2024-12-11,Completed
MAIN10816,EQX1075,2024-10-25,Inspection,No Issue,None,20.8,23239,2024-11-24,Completed
MAIN10817,EQX1277,2024-11-10,Preventive Maintenance,Hydraulic Leakage,Hydraulic Pump,22.0,45029,2024-12-10,Completed
MAIN10818,EQX1138,2024-08-26,Preventive Maintenance,Track Wear,Fuel Filter,29.5,144755,2024-10-25,Completed
MAIN10819,EQX1172,2024-12-02,Emergency Repair,Low Engine Oil,Battery,2.3,134443,2025-01-31,Completed
MAIN10820,EQX1265,2025-07-01,Corrective Maintenance,Transmission Fault,Battery,44.1,108448,2025-08-15,Completed
MAIN10821,EQX1139,2025-04-16,Inspection,No Issue,None,24.5,108328,2025-05-31,Completed
MAIN10822,EQX1069,2025-05-18,Corrective Maintenance,Battery Failure,Hydraulic Pump,18.2,110799,2025-07-02,Completed
MAIN10823,EQX1111,2024-09-11,Corrective Maintenance,Low Engine Oil,Oil Filter,24.3,89566,2024-10-11,Completed
MAIN10824,EQX1274,2025-01-02,Preventive Maintenance,Battery Failure,Oil Filter,14.3,53550,2025-03-03,Completed
MAIN10825,EQX1005,2024-11-09,Preventive Maintenance,Track Wear,Fuel Filter,6.0,89107,2024-12-09,Completed
MAIN10826,EQX1273,2024-12-25,Emergency Repair,Battery Failure,Fuel Filter,39.9,18624,2025-01-24,Scheduled
MAIN10827,EQX1163,2025-02-08,Preventive Maintenance,Brake Wear,Fuel Filter,13.7,12602,2025-03-10,Completed
MAIN10828,EQX1271,2025-01-27,Hydraulic Service,Engine Overheating,Track Chain,36.0,133368,2025-02-26,Completed
MAIN10829,EQX1296,2024-12-06,Preventive Maintenance,Engine Overheating,Engine Belt,40.0,82127,2025-01-05,Completed
MAIN10830,EQX1011,2024-10-20,Emergency Repair,Transmission Fault,Oil Filter,4.8,29661,2024-12-19,Completed
MAIN10831,EQX1010,2024-11-19,Corrective Maintenance,Brake Wear,Fuel Filter,14.1,134992,2025-01-18,Completed
MAIN10832,EQX1024,2025-05-10,Corrective Maintenance,Track Wear,Fuel Filter,29.6,109155,2025-07-09,In Progress
MAIN10833,EQX1212,2025-06-15,Preventive Maintenance,Low Engine Oil,Hydraulic Hose,24.6,128874,2025-07-15,Completed
MAIN10834,EQX1107,2025-06-22,Emergency Repair,Track Wear,Track Chain,43.1,25714,2025-08-06,Completed
MAIN10835,EQX1043,2024-11-14,Corrective Maintenance,Track Wear,Hydraulic Pump,39.5,29234,2024-12-14,Completed
MAIN10836,EQX1219,2024-08-08,Inspection,No Issue,None,36.1,113702,2024-09-07,Completed
MAIN10837,EQX1209,2024-09-15,Inspection,No Issue,None,23.2,14018,2024-11-14,Completed
MAIN10838,EQX1211,2024-09-17,Hydraulic Service,Engine Overheating,Fuel Filter,15.1,58244,2024-11-16,Completed
MAIN10839,EQX1050,2024-11-14,Emergency Repair,Battery Failure,Bucket Teeth,13.5,72770,2024-12-14,Completed
MAIN10840,EQX1213,2025-01-10,Preventive Maintenance,Low Engine Oil,Bucket Teeth,47.1,72579,2025-03-11,In Progress
MAIN10841,EQX1247,2025-01-01,Corrective Maintenance,Transmission Fault,Track Chain,47.5,72872,2025-01-31,Completed
MAIN10842,EQX1039,2024-10-26,Preventive Maintenance,Battery Failure,Fuel Filter,25.9,11942,2024-12-25,Completed
MAIN10843,EQX1060,2024-08-12,Preventive Maintenance,Track Wear,Hydraulic Hose,18.2,142296,2024-10-11,In Progress
MAIN10844,EQX1140,2024-11-21,Preventive Maintenance,Low Engine Oil,Track Chain,13.7,68389,2024-12-21,Scheduled
MAIN10845,EQX1287,2024-07-23,Corrective Maintenance,Hydraulic Leakage,Oil Filter,25.7,58467,2024-08-22,Completed
MAIN10846,EQX1238,2024-09-25,Corrective Maintenance,Battery Failure,Track Chain,22.0,43369,2024-11-09,Scheduled
MAIN10847,EQX1072,2025-06-12,Corrective Maintenance,Low Engine Oil,Brake Pads,4.2,116654,2025-07-12,Completed
MAIN10848,EQX1157,2024-12-29,Corrective Maintenance,Bucket Damage,Bucket Teeth,24.5,28781,2025-01-28,Scheduled
MAIN10849,EQX1198,2024-07-31,Inspection,No Issue,None,15.6,29521,2024-08-30,Completed
MAIN10850,EQX1189,2025-02-22,Inspection,No Issue,None,43.8,140538,2025-03-24,Scheduled
MAIN10851,EQX1112,2024-08-06,Hydraulic Service,Track Wear,Brake Pads,21.8,42282,2024-09-20,Completed
MAIN10852,EQX1100,2025-01-26,Preventive Maintenance,Low Engine Oil,Battery,31.7,89463,2025-02-25,Completed
MAIN10853,EQX1155,2025-02-18,Corrective Maintenance,Fuel Leakage,Battery,30.4,143557,2025-04-04,Completed
MAIN10854,EQX1088,2024-08-14,Oil Change,Brake Wear,Hydraulic Hose,13.7,112279,2024-09-28,Completed
MAIN10855,EQX1192,2024-11-27,Corrective Maintenance,Engine Overheating,Track Chain,15.6,102928,2024-12-27,Completed
MAIN10856,EQX1108,2024-07-21,Preventive Maintenance,Bucket Damage,Track Chain,46.6,40561,2024-08-20,Completed
MAIN10857,EQX1252,2025-06-09,Emergency Repair,Track Wear,Hydraulic Pump,26.4,33528,2025-07-09,Completed
MAIN10858,EQX1197,2024-11-05,Corrective Maintenance,Brake Wear,Hydraulic Hose,37.2,47831,2025-01-04,Completed
MAIN10859,EQX1072,2024-10-08,Preventive Maintenance,Fuel Leakage,Hydraulic Hose,45.6,104162,2024-11-22,Scheduled
MAIN10860,EQX1098,2024-07-02,Emergency Repair,Track Wear,Bucket Teeth,30.2,101871,2024-08-01,Completed
MAIN10861,EQX1216,2025-05-26,Emergency Repair,Hydraulic Leakage,Hydraulic Pump,21.8,27304,2025-06-25,Completed
MAIN10862,EQX1224,2024-12-27,Emergency Repair,Transmission Fault,Battery,22.4,90423,2025-02-25,Completed
MAIN10863,EQX1265,2025-05-16,Inspection,No Issue,None,8.6,18240,2025-06-15,Completed
MAIN10864,EQX1083,2025-06-30,Corrective Maintenance,Fuel Leakage,Oil Filter,45.1,98837,2025-07-30,In Progress
MAIN10865,EQX1101,2024-08-23,Corrective Maintenance,Low Engine Oil,Fuel Filter,45.7,61359,2024-09-22,Completed
MAIN10866,EQX1210,2025-05-29,Corrective Maintenance,Bucket Damage,Fuel Filter,28.0,36091,2025-07-13,Completed
MAIN10867,EQX1271,2024-10-12,Hydraulic Service,Engine Overheating,Track Chain,40.1,92809,2024-11-11,Completed
MAIN10868,EQX1145,2025-02-14,Corrective Maintenance,Hydraulic Leakage,Oil Filter,28.6,122684,2025-04-15,Completed
MAIN10869,EQX1038,2025-01-11,Corrective Maintenance,Brake Wear,Battery,47.5,144200,2025-02-25,Completed
MAIN10870,EQX1289,2024-09-06,Corrective Maintenance,Hydraulic Leakage,Bucket Teeth,2.8,38742,2024-11-05,Completed
MAIN10871,EQX1281,2024-08-27,Inspection,No Issue,None,13.9,27274,2024-10-26,Completed
MAIN10872,EQX1056,2024-09-27,Preventive Maintenance,Low Engine Oil,Fuel Filter,18.4,113471,2024-10-27,Completed
MAIN10873,EQX1029,2025-03-06,Inspection,No Issue,None,14.6,13644,2025-04-05,Completed
MAIN10874,EQX1235,2025-07-01,Preventive Maintenance,Engine Overheating,Fuel Filter,10.4,88177,2025-08-15,Completed
MAIN10875,EQX1273,2024-07-20,Hydraulic Service,Battery Failure,Brake Pads,26.0,21267,2024-09-03,Scheduled
MAIN10876,EQX1025,2024-10-18,Corrective Maintenance,Fuel Leakage,Bucket Teeth,35.6,44064,2024-12-02,Completed
MAIN10877,EQX1146,2025-02-20,Preventive Maintenance,Engine Overheating,Engine Belt,44.5,79775,2025-04-21,Completed
MAIN10878,EQX1087,2024-09-28,Emergency Repair,Bucket Damage,Oil Filter,35.8,14746,2024-11-27,Completed
MAIN10879,EQX1192,2024-08-26,Corrective Maintenance,Track Wear,Engine Belt,23.3,75694,2024-10-25,Scheduled
MAIN10880,EQX1181,2025-07-01,Preventive Maintenance,Bucket Damage,Track Chain,15.2,15089,2025-08-30,Completed
MAIN10881,EQX1236,2025-03-17,Corrective Maintenance,Track Wear,Fuel Filter,41.4,90763,2025-05-16,Completed
MAIN10882,EQX1278,2025-06-27,Emergency Repair,Hydraulic Leakage,Track Chain,15.4,116612,2025-08-26,Completed
MAIN10883,EQX1112,2024-12-06,Hydraulic Service,Transmission Fault,Hydraulic Hose,32.2,34754,2025-02-04,Completed
MAIN10884,EQX1066,2024-08-21,Preventive Maintenance,Hydraulic Leakage,Battery,20.4,118216,2024-10-05,Completed
MAIN10885,EQX1285,2025-05-18,Corrective Maintenance,Engine Overheating,Engine Belt,37.7,113267,2025-07-02,Completed
MAIN10886,EQX1160,2025-02-17,Oil Change,Fuel Leakage,Engine Belt,26.9,63818,2025-04-18,Completed
MAIN10887,EQX1076,2024-08-17,Corrective Maintenance,Hydraulic Leakage,Hydraulic Hose,37.3,34083,2024-10-16,Completed
MAIN10888,EQX1036,2025-02-08,Corrective Maintenance,Track Wear,Hydraulic Pump,27.2,48424,2025-03-25,Scheduled
MAIN10889,EQX1191,2025-02-14,Corrective Maintenance,Low Engine Oil,Bucket Teeth,8.8,80391,2025-03-31,In Progress
MAIN10890,EQX1128,2024-08-08,Emergency Repair,Fuel Leakage,Fuel Filter,33.6,104199,2024-09-07,Completed
MAIN10891,EQX1171,2024-08-24,Corrective Maintenance,Brake Wear,Fuel Filter,8.8,35629,2024-10-23,In Progress
MAIN10892,EQX1281,2024-10-09,Preventive Maintenance,Battery Failure,Hydraulic Pump,44.5,51379,2024-11-23,Completed
MAIN10893,EQX1098,2025-04-06,Emergency Repair,Fuel Leakage,Engine Belt,15.8,18453,2025-05-21,Completed
MAIN10894,EQX1117,2025-02-17,Emergency Repair,Battery Failure,Hydraulic Hose,42.6,104082,2025-04-03,Completed
MAIN10895,EQX1240,2025-05-18,Preventive Maintenance,Fuel Leakage,Track Chain,13.6,75386,2025-07-17,Completed
MAIN10896,EQX1154,2025-03-29,Corrective Maintenance,Battery Failure,Track Chain,45.1,69281,2025-05-13,Completed
MAIN10897,EQX1101,2024-10-01,Hydraulic Service,Battery Failure,Hydraulic Hose,42.6,105364,2024-10-31,Completed
MAIN10898,EQX1214,2024-11-03,Corrective Maintenance,Hydraulic Leakage,Track Chain,22.9,77216,2024-12-03,Completed
MAIN10899,EQX1197,2024-11-07,Emergency Repair,Fuel Leakage,Oil Filter,8.8,143640,2024-12-07,Completed
MAIN10900,EQX1200,2024-07-31,Corrective Maintenance,Engine Overheating,Battery,12.6,22459,2024-09-14,Completed
MAIN10901,EQX1194,2024-11-29,Oil Change,Hydraulic Leakage,Bucket Teeth,25.6,67470,2024-12-29,Completed
MAIN10902,EQX1239,2024-10-10,Preventive Maintenance,Battery Failure,Brake Pads,42.1,13479,2024-12-09,Completed
