telemetry_id,equipment_id,rental_id,timestamp,engine_hours_today,total_engine_hours,idle_hours_today,fuel_level_percent,fuel_consumed_liters,engine_temperature_c,hydraulic_pressure_bar,vibration_score,rpm,gps_lat,gps_lon,distance_from_site_km,geofence_flag,movement_status,fault_code,alert_flag,alert_type,condition_score
TEL187551,EQX1284,RNT104863,2025-09-02 13:38:00,10.46,6283,9.17,33.3,149.88,76.0,231.1,4.31,870,12.973996,77.606028,0.61,Inside,Working,NONE,No,None,77
TEL187552,EQX1083,RNT102855,2025-11-29 22:58:00,2.87,7210,1.41,55.6,28.92,106.1,216.6,2.16,1588,17.422302,78.501146,1.36,Inside,Working,TMP003,Yes,High Temperature,78
TEL187553,EQX1055,RNT104038,2025-04-15 21:18:00,4.94,6215,2.9,21.4,51.15,103.9,194.7,2.95,867,9.903449,78.120802,2.17,Inside,Working,TMP003,Yes,High Temperature,74
TEL187554,EQX1200,RNT100850,2025-09-09 03:08:00,0.07,2138,0.01,22.7,1.11,89.6,291.7,2.06,712,9.912853,78.11095,3.21,Inside,Working,NONE,No,None,86
TEL187555,EQX1022,RNT102651,2025-06-15 10:06:00,1.34,10163,0.59,62.5,11.26,96.1,277.7,4.37,2200,10.998273,76.965687,2.95,Inside,Working,NONE,No,None,80
TEL187556,EQX1197,RNT101773,2025-05-21 03:11:00,6.03,5992,2.6,85.2,53.23,91.0,184.2,6.67,1734,17.377133,78.521469,2.97,Inside,Working,HYD002,Yes,High Vibration,75
TEL187557,EQX1279,RNT103492,2025-01-25 04:44:00,4.91,2024,1.85,57.1,44.97,86.1,181.4,7.46,1651,13.001241,77.604896,0.83,Inside,Travelling,HYD002,Yes,High Vibration,73
TEL187558,EQX1148,RNT101835,2025-11-22 00:39:00,8.0,703,5.52,31.6,124.35,78.4,268.3,2.76,1914,9.890357,78.093976,3.12,Inside,Working,NONE,No,None,82
TEL187559,EQX1291,RNT102734,2025-11-11 14:05:00,1.12,11975,0.33,33.0,19.87,87.7,247.8,2.12,1232,13.063883,80.316447,4.32,Inside,Working,NONE,No,None,86
TEL187560,EQX1163,RNT102113,2025-07-08 03:59:00,8.61,610,4.56,71.9,158.9,73.6,249.5,3.27,805,13.100263,80.234598,0.77,Inside,Idle,NONE,No,None,89
TEL187561,EQX1165,RNT104923,2025-12-05 06:59:00,4.91,14976,1.36,30.1,76.47,109.3,307.6,4.59,936,11.00355,76.931387,3.59,Inside,Working,TMP003,Yes,High Temperature,70
TEL187562,EQX1294,RNT100822,2025-08-08 21:26:00,7.27,9703,1.21,94.8,82.45,100.0,252.4,6.97,1132,17.383057,78.504098,0.55,Inside,Working,HYD002,Yes,High Vibration,71
TEL187563,EQX1197,RNT100266,2025-07-03 00:43:00,10.65,5633,8.63,62.8,208.63,92.9,199.2,6.61,1339,17.369089,78.519668,1.85,Inside,Working,HYD002,Yes,High Vibration,70
TEL187564,EQX1089,RNT104545,2025-08-08 06:15:00,11.93,8873,8.94,75.1,162.9,108.1,297.6,4.27,1189,13.05137,80.246434,4.97,Inside,Idle,TMP003,Yes,High Temperature,64
TEL187565,EQX1126,RNT101402,2025-12-16 22:33:00,0.51,8308,0.08,18.4,7.77,98.9,254.3,0.75,713,17.378174,78.473769,3.87,Inside,Idle,NONE,No,None,83
TEL187566,EQX1081,RNT101412,2025-04-07 20:05:00,10.43,4705,8.2,44.5,206.5,100.4,186.3,5.07,1805,12.948146,77.614882,4.58,Inside,Working,TMP003,Yes,High Temperature,69
TEL187567,EQX1021,RNT102029,2025-01-17 21:00:00,1.1,9281,0.28,66.8,19.44,78.8,194.5,5.57,1006,9.919631,78.103935,0.42,Inside,Working,NONE,No,None,82
TEL187568,EQX1085,RNT100178,2025-02-08 19:46:00,7.11,8471,4.55,82.1,63.19,108.6,230.4,5.01,1353,9.911559,78.112414,0.96,Inside,Working,TMP003,Yes,High Temperature,70
TEL187569,EQX1024,RNT103810,2025-08-16 23:07:00,4.8,13489,4.7,47.6,50.17,95.4,275.9,6.92,1317,9.904712,78.155078,3.96,Inside,Working,HYD002,Yes,High Vibration,72
TEL187570,EQX1254,RNT103985,2025-06-28 14:26:00,0.98,8850,0.43,91.8,13.87,95.8,193.8,1.13,1020,13.015839,77.621305,2.08,Inside,Idle,NONE,No,None,87
TEL187571,EQX1183,RNT104722,2025-05-07 14:38:00,9.02,8585,4.54,90.9,139.54,80.6,182.4,7.23,1485,9.981988,78.121002,0.73,Inside,Idle,HYD002,Yes,High Vibration,75
TEL187572,EQX1238,RNT104399,2025-12-12 16:55:00,2.74,1305,2.16,88.4,34.4,105.1,232.0,2.72,2008,9.898975,78.102138,2.52,Inside,Working,TMP003,Yes,High Temperature,79
TEL187573,EQX1157,RNT101214,2025-07-13 12:09:00,0.11,12125,0.01,24.2,1.25,103.0,308.9,2.02,1896,13.110832,80.237997,3.12,Inside,Working,TMP003,Yes,High Temperature,84
TEL187574,EQX1059,RNT101786,2025-07-17 04:06:00,3.22,4242,1.93,71.9,62.64,70.8,285.4,2.0,1815,17.405562,78.488529,3.71,Inside,Stopped,NONE,No,None,90
TEL187575,EQX1069,RNT104517,2025-05-12 14:03:00,8.44,3576,3.1,81.5,140.18,75.2,207.0,1.35,1352,17.383866,78.500258,0.29,Inside,Working,NONE,No,None,90
TEL187576,EQX1111,RNT104326,2025-01-15 19:04:00,1.55,5868,0.6,71.7,15.79,100.5,277.3,6.0,1525,12.916585,77.536492,2.09,Inside,Working,TMP003,Yes,High Temperature,72
TEL187577,EQX1243,RNT104829,2025-03-26 03:25:00,0.68,4140,0.16,63.0,7.31,90.5,262.7,5.26,1596,13.039668,80.263733,0.75,Inside,Working,NONE,No,None,79
TEL187578,EQX1005,RNT102314,2025-07-11 12:32:00,7.51,14794,4.37,92.4,76.08,97.2,210.7,5.31,1640,17.370197,78.47879,4.77,Inside,Working,NONE,No,None,74
TEL187579,EQX1234,RNT100275,2025-02-19 03:08:00,0.73,14607,0.09,48.2,14.39,76.4,226.8,6.96,856,9.971229,78.121901,3.0,Inside,Idle,HYD002,Yes,High Vibration,81
TEL187580,EQX1050,RNT104338,2025-11-17 07:23:00,5.37,6783,1.28,43.3,62.53,79.3,234.2,5.43,1782,13.104725,80.304141,0.21,Inside,Idle,NONE,No,None,86
TEL187581,EQX1215,RNT102161,2025-07-05 01:44:00,3.19,13163,3.07,81.1,58.88,72.5,276.6,4.06,2111,9.929099,78.144751,4.75,Inside,Working,NONE,No,None,85
TEL187582,EQX1127,RNT100235,2025-06-07 13:01:00,1.02,13683,0.99,70.6,18.82,98.6,271.8,6.28,1056,12.97103,77.606811,4.61,Inside,Idle,HYD002,Yes,High Vibration,74
TEL187583,EQX1293,RNT103710,2025-02-13 12:03:00,2.27,10432,0.98,18.8,22.68,78.7,184.6,1.63,1480,11.018286,76.915295,3.22,Inside,Working,NONE,No,None,93
TEL187584,EQX1246,RNT101628,2025-01-01 19:31:00,4.99,8722,3.02,88.4,87.32,81.0,249.7,6.78,2104,9.911822,78.135939,0.73,Inside,Working,HYD002,Yes,High Vibration,80
TEL187585,EQX1290,RNT101084,2025-10-25 02:09:00,8.9,8941,1.83,89.5,110.65,79.7,267.2,3.02,1794,17.351893,78.471029,2.64,Inside,Idle,NONE,No,None,89
TEL187586,EQX1135,RNT102342,2025-04-17 21:18:00,9.86,10819,9.72,50.6,195.24,93.9,305.3,6.74,1292,13.115475,80.310132,2.91,Inside,Working,HYD002,Yes,High Vibration,68
TEL187587,EQX1133,RNT102198,2025-06-27 03:32:00,7.46,3258,2.31,18.5,66.15,85.2,242.8,4.36,1889,17.42304,78.536298,0.72,Inside,Travelling,NONE,No,None,79
TEL187588,EQX1080,RNT101187,2025-04-20 14:31:00,1.03,10789,0.69,24.1,18.3,80.1,306.5,1.49,1007,17.394835,78.465721,3.34,Inside,Travelling,NONE,No,None,90
TEL187589,EQX1155,RNT103630,2025-05-08 20:03:00,9.49,5646,2.99,8.0,77.9,71.1,192.6,7.41,1478,12.950188,77.631037,1.22,Inside,Working,FUEL004,Yes,Low Fuel,83
TEL187590,EQX1169,RNT100336,2025-01-06 21:37:00,11.08,11131,8.58,56.9,157.85,105.4,232.5,6.38,725,11.013673,76.973365,2.52,Inside,Idle,TMP003,Yes,High Temperature,62
TEL187591,EQX1125,RNT102377,2025-09-21 19:44:00,6.48,9552,4.9,84.7,119.14,96.6,226.7,3.97,1897,10.989621,76.98205,3.01,Inside,Idle,NONE,No,None,79
TEL187592,EQX1005,RNT101588,2025-01-24 03:54:00,11.65,609,2.91,42.0,208.31,90.5,231.3,2.1,1745,17.371581,78.479084,2.19,Inside,Working,NONE,No,None,82
TEL187593,EQX1142,RNT100171,2025-03-30 02:37:00,9.01,9757,4.46,88.5,103.03,84.1,251.5,1.2,779,17.426417,78.455014,3.77,Inside,Stopped,NONE,No,None,89
TEL187594,EQX1072,RNT100620,2025-09-27 13:52:00,3.16,6406,0.56,98.1,59.12,85.8,267.8,5.04,2085,9.91381,78.080257,4.91,Inside,Working,NONE,No,None,82
TEL187595,EQX1277,RNT104754,2025-12-06 01:29:00,9.41,10638,2.6,23.9,151.85,90.0,284.5,3.56,720,12.934294,77.578304,3.28,Inside,Working,NONE,No,None,81
TEL187596,EQX1170,RNT103180,2025-03-24 03:00:00,3.22,10800,0.04,74.6,54.06,74.0,270.2,4.78,1357,11.03766,76.962226,3.8,Inside,Working,NONE,No,None,88
TEL187597,EQX1289,RNT102330,2025-09-21 04:05:00,5.71,11373,2.73,5.7,70.61,77.3,224.3,1.2,751,17.404928,78.477396,4.54,Inside,Working,FUEL004,Yes,Low Fuel,88
TEL187598,EQX1145,RNT104642,2025-12-14 12:55:00,8.59,5022,3.03,7.3,101.6,76.2,206.8,0.77,2115,9.94958,78.148502,3.64,Inside,Stopped,FUEL004,Yes,Low Fuel,90
TEL187599,EQX1004,RNT101357,2025-05-23 03:04:00,1.68,1116,0.22,28.5,25.62,82.1,319.8,6.7,1340,11.050342,76.908624,4.57,Inside,Stopped,HYD002,Yes,High Vibration,80
TEL187600,EQX1188,RNT103022,2025-10-15 03:44:00,3.33,10514,0.7,9.7,33.34,72.3,231.5,3.98,1925,12.995318,77.604675,0.19,Inside,Working,FUEL004,Yes,Low Fuel,93
TEL187601,EQX1040,RNT100228,2025-05-21 21:47:00,11.84,3838,9.52,67.4,159.31,70.2,197.4,6.44,1346,17.352317,78.497576,0.91,Inside,Working,HYD002,Yes,High Vibration,79
TEL187602,EQX1261,RNT102289,2025-09-03 11:31:00,7.85,6308,0.29,39.5,96.85,109.5,214.0,7.63,1528,10.970666,76.918648,4.34,Outside,Working,TMP003,Yes,High Temperature,65
TEL187603,EQX1105,RNT102375,2025-04-08 01:45:00,2.37,2685,1.71,28.9,39.5,86.6,302.6,2.81,2181,10.986128,76.959616,2.05,Inside,Stopped,NONE,No,None,87
TEL187604,EQX1020,RNT102934,2025-09-06 07:35:00,1.37,6195,0.97,47.1,21.58,85.3,197.6,2.19,813,13.106377,80.296266,1.8,Inside,Working,NONE,No,None,91
TEL187605,EQX1112,RNT100655,2025-07-15 19:01:00,0.27,8090,0.12,28.4,2.4,97.2,199.3,2.27,1660,11.029825,76.916206,3.94,Inside,Working,NONE,No,None,83
TEL187606,EQX1048,RNT100326,2025-03-24 23:50:00,11.86,11217,11.29,68.5,167.23,92.8,231.0,5.75,877,11.037252,76.960902,0.31,Inside,Working,NONE,No,None,65
TEL187607,EQX1139,RNT102408,2025-12-05 04:13:00,0.99,7826,0.6,63.0,17.88,77.3,312.6,5.37,1428,11.016428,76.922405,1.49,Inside,Travelling,NONE,No,None,84
TEL187608,EQX1214,RNT102335,2025-01-13 15:54:00,5.55,13764,1.69,33.6,46.5,87.3,201.9,4.72,1073,12.933888,77.567198,1.51,Inside,Working,NONE,No,None,83
TEL187609,EQX1154,RNT100691,2025-10-27 08:21:00,5.09,3008,3.39,8.1,44.88,73.2,256.9,3.87,2013,10.976508,76.95261,4.93,Inside,Travelling,FUEL004,Yes,Low Fuel,88
TEL187610,EQX1284,RNT100004,2025-05-27 15:59:00,3.43,1267,2.54,76.8,38.82,83.8,262.2,5.65,2000,12.986909,77.611877,2.52,Inside,Working,NONE,No,None,83
TEL187611,EQX1026,RNT103371,2025-10-15 14:07:00,8.47,3152,0.26,86.0,159.52,89.1,264.9,3.14,1266,12.956121,77.631656,2.68,Inside,Working,NONE,No,None,82
TEL187612,EQX1289,RNT103156,2025-02-16 00:05:00,1.69,9538,1.09,80.5,31.07,109.6,312.6,7.47,1192,17.407553,78.467585,2.5,Inside,Working,TMP003,Yes,High Temperature,66
TEL187613,EQX1201,RNT100286,2025-03-24 18:56:00,11.8,6045,2.82,20.2,191.33,100.1,268.5,7.55,1884,17.41653,78.510002,0.25,Inside,Idle,TMP003,Yes,High Temperature,69
TEL187614,EQX1252,RNT102896,2025-05-14 19:02:00,5.82,14743,5.33,27.4,90.02,73.3,278.0,2.43,1485,12.95796,77.615242,2.11,Inside,Idle,NONE,No,None,89
TEL187615,EQX1045,RNT103118,2025-04-22 14:24:00,4.37,14512,3.85,43.2,68.61,106.3,272.7,4.96,1614,13.07342,80.279193,0.91,Inside,Working,TMP003,Yes,High Temperature,73
TEL187616,EQX1197,RNT104475,2025-10-07 12:06:00,11.89,1976,7.41,94.4,116.64,91.7,295.5,0.62,786,17.370074,78.533053,2.19,Inside,Working,NONE,No,None,82
TEL187617,EQX1214,RNT101146,2025-05-02 01:52:00,7.88,14424,1.41,67.4,63.94,106.1,290.6,4.41,1253,12.93235,77.576307,4.56,Inside,Working,TMP003,Yes,High Temperature,74
TEL187618,EQX1230,RNT103583,2025-12-29 06:56:00,1.86,9104,1.52,99.4,22.04,72.3,310.9,7.48,1291,13.00296,77.631929,0.75,Inside,Working,HYD002,Yes,High Vibration,85
TEL187619,EQX1109,RNT100019,2025-11-22 21:05:00,3.25,4049,0.02,48.3,30.19,88.8,276.8,3.78,866,17.398905,78.490233,2.77,Inside,Idle,NONE,No,None,81
TEL187620,EQX1080,RNT104389,2025-02-23 15:59:00,0.34,14052,0.15,84.1,6.26,83.8,184.9,4.69,1926,17.381415,78.461811,0.61,Inside,Working,NONE,No,None,84
TEL187621,EQX1021,RNT103117,2025-05-07 21:11:00,9.44,3838,8.83,93.3,88.29,77.9,288.5,7.72,1827,9.917757,78.099451,2.25,Inside,Stopped,HYD002,Yes,High Vibration,71
TEL187622,EQX1186,RNT103916,2025-05-25 12:22:00,11.73,8218,2.98,69.8,127.37,85.0,240.6,4.86,2042,13.09636,80.302043,3.99,Inside,Travelling,NONE,No,None,80
TEL187623,EQX1265,RNT100764,2025-10-22 17:18:00,9.21,8776,6.15,10.8,103.27,95.3,191.5,4.57,2066,12.98349,77.619267,2.82,Outside,Idle,FUEL004,Yes,Low Fuel,76
TEL187624,EQX1168,RNT104930,2025-12-15 04:10:00,10.28,3010,1.11,69.5,187.89,104.4,265.3,2.14,1457,10.974431,76.957575,2.88,Inside,Working,TMP003,Yes,High Temperature,80
TEL187625,EQX1098,RNT104089,2025-06-06 03:46:00,9.92,9239,0.62,69.3,104.19,79.0,237.0,4.09,1371,17.348278,78.447914,0.03,Inside,Working,NONE,No,None,89
TEL187626,EQX1171,RNT101154,2025-10-29 17:42:00,9.72,14860,4.97,14.4,92.39,87.5,182.6,5.52,935,11.011412,76.927265,3.0,Inside,Stopped,FUEL004,Yes,Low Fuel,77
TEL187627,EQX1053,RNT101886,2025-10-07 20:56:00,0.61,2741,0.54,42.1,6.04,76.2,204.8,3.34,1214,10.983142,76.962479,0.13,Inside,Idle,NONE,No,None,93
TEL187628,EQX1017,RNT101683,2025-12-26 09:15:00,2.33,2454,0.82,8.6,22.04,106.9,192.7,6.25,1122,9.908022,78.140341,1.27,Inside,Working,TMP003,Yes,High Temperature,69
TEL187629,EQX1204,RNT101953,2025-06-20 07:53:00,5.15,10899,3.78,91.6,59.94,77.6,297.4,3.46,2161,17.329114,78.480892,3.49,Inside,Idle,NONE,No,None,89
TEL187630,EQX1188,RNT104413,2025-01-26 04:33:00,2.3,1935,0.39,79.5,42.0,103.2,217.0,5.81,793,12.994144,77.606999,4.2,Inside,Working,TMP003,Yes,High Temperature,74
TEL187631,EQX1189,RNT101930,2025-10-16 06:47:00,3.03,1158,2.39,75.4,58.13,96.0,240.1,3.21,1213,12.92441,77.593735,3.29,Inside,Working,NONE,No,None,79
TEL187632,EQX1025,RNT101990,2025-08-07 01:21:00,11.09,7573,4.53,21.2,98.86,98.1,201.5,1.14,790,9.901047,78.089984,0.18,Inside,Working,NONE,No,None,80
TEL187633,EQX1173,RNT104530,2025-10-15 13:30:00,2.17,858,2.13,38.7,33.11,96.6,266.7,3.35,1971,11.037194,76.918189,3.5,Inside,Working,NONE,No,None,78
TEL187634,EQX1299,RNT101737,2025-02-27 01:09:00,10.1,9391,9.03,88.6,128.07,75.0,182.0,3.4,1052,12.961065,77.591524,1.53,Inside,Working,NONE,No,None,83
TEL187635,EQX1064,RNT102245,2025-12-24 04:08:00,10.76,8153,6.27,96.0,162.97,92.9,252.9,0.83,1035,11.066502,76.962001,0.87,Inside,Stopped,NONE,No,None,82
TEL187636,EQX1223,RNT100933,2025-01-20 11:46:00,5.97,6503,3.09,50.0,112.92,93.6,291.7,1.12,1774,11.043955,76.916295,1.15,Inside,Working,ENG001,Yes,Maintenance Due,87
TEL187637,EQX1099,RNT100079,2025-10-22 07:27:00,3.87,12091,3.57,87.6,38.73,78.0,301.2,7.94,2110,12.997106,77.652961,2.37,Inside,Working,HYD002,Yes,High Vibration,79
TEL187638,EQX1125,RNT103522,2025-03-25 19:32:00,7.58,6894,3.23,37.5,142.46,95.5,279.6,3.93,1169,10.988054,76.986084,2.28,Inside,Stopped,NONE,No,None,80
TEL187639,EQX1290,RNT101322,2025-05-21 11:54:00,5.83,7805,1.55,29.2,77.99,87.5,266.5,4.07,1841,17.352476,78.479586,3.75,Inside,Working,NONE,No,None,82
TEL187640,EQX1193,RNT101638,2025-09-07 17:46:00,4.13,14010,3.9,83.5,74.51,80.0,307.7,2.33,1698,17.420444,78.434157,4.01,Inside,Working,NONE,No,None,86
TEL187641,EQX1099,RNT101356,2025-01-05 06:12:00,9.34,7287,0.57,49.7,77.29,102.5,282.7,4.34,1887,13.005713,77.641333,3.78,Inside,Stopped,TMP003,Yes,High Temperature,75
TEL187642,EQX1191,RNT104485,2025-07-21 08:50:00,4.33,6362,2.23,97.1,49.35,86.3,216.0,4.88,1961,17.357379,78.513687,4.73,Inside,Travelling,NONE,No,None,79
TEL187643,EQX1057,RNT104224,2025-03-20 04:37:00,2.25,5147,1.63,91.0,42.13,104.7,241.8,4.4,2105,9.939781,78.12625,3.49,Inside,Idle,TMP003,Yes,High Temperature,77
TEL187644,EQX1168,RNT104229,2025-09-10 16:39:00,6.36,7112,6.35,39.1,69.38,84.8,204.3,6.84,1081,10.974021,76.950832,3.42,Inside,Working,HYD002,Yes,High Vibration,71
TEL187645,EQX1255,RNT101964,2025-12-25 17:46:00,6.29,3700,3.74,67.0,58.91,97.3,254.1,3.6,2169,9.929953,78.146775,2.61,Inside,Idle,NONE,No,None,75
TEL187646,EQX1281,RNT104394,2025-11-30 04:28:00,10.24,13464,4.86,92.5,95.69,102.3,257.5,7.46,1765,9.934421,78.086066,3.6,Inside,Working,TMP003,Yes,High Temperature,64
TEL187647,EQX1297,RNT102906,2025-01-07 00:24:00,2.29,1104,1.9,76.1,28.22,70.5,227.9,7.92,2190,13.122929,80.315624,2.45,Inside,Working,HYD002,Yes,High Vibration,79
TEL187648,EQX1206,RNT100792,2025-04-12 05:00:00,10.89,1001,3.18,16.8,195.22,76.8,209.5,7.68,707,11.069119,76.910046,3.73,Inside,Working,HYD002,Yes,High Vibration,81
TEL187649,EQX1174,RNT102606,2025-03-13 08:21:00,0.54,1133,0.06,5.4,4.56,92.2,293.0,5.11,1814,11.05721,76.961494,0.15,Inside,Working,FUEL004,Yes,Low Fuel,79
TEL187650,EQX1182,RNT102285,2025-06-14 00:50:00,11.12,3159,6.14,49.6,123.23,94.7,302.8,6.57,1423,17.367074,78.459137,2.97,Inside,Working,HYD002,Yes,High Vibration,69
TEL187651,EQX1242,RNT103702,2025-03-28 18:39:00,1.71,5679,0.27,48.5,20.79,109.5,231.7,5.41,1282,10.987029,76.959561,4.89,Inside,Stopped,TMP003,Yes,High Temperature,74
TEL187652,EQX1260,RNT103758,2025-10-09 03:21:00,5.52,13467,5.23,52.8,71.64,80.3,311.2,1.75,731,9.910175,78.087149,0.71,Inside,Travelling,NONE,No,None,87
TEL187653,EQX1011,RNT103693,2025-06-18 07:41:00,4.31,4681,0.01,5.8,48.67,74.9,309.7,0.91,1878,17.394731,78.52961,3.78,Inside,Working,FUEL004,Yes,Low Fuel,93
TEL187654,EQX1251,RNT102551,2025-08-11 01:35:00,0.93,11303,0.75,57.3,17.68,78.3,275.8,3.34,847,17.347875,78.492655,1.19,Inside,Working,NONE,No,None,89
TEL187655,EQX1111,RNT101077,2025-04-04 14:21:00,8.74,4832,8.11,17.8,134.79,100.0,216.2,6.95,1946,12.911774,77.550234,2.22,Inside,Working,HYD002,Yes,High Vibration,68
TEL187656,EQX1185,RNT101929,2025-04-08 20:26:00,2.69,2159,1.55,61.5,24.79,90.2,229.0,4.07,2059,11.044413,76.910074,4.99,Inside,Stopped,NONE,No,None,80
TEL187657,EQX1032,RNT100845,2025-09-05 00:27:00,10.66,10542,4.05,89.9,197.56,106.4,250.6,3.75,1878,11.010723,76.96785,4.29,Inside,Working,TMP003,Yes,High Temperature,75
TEL187658,EQX1223,RNT103334,2025-11-27 15:35:00,4.83,10367,0.06,17.1,56.57,79.4,276.9,1.06,1524,11.039564,76.911134,2.63,Inside,Travelling,NONE,No,None,92
TEL187659,EQX1095,RNT101550,2025-10-10 01:22:00,4.74,7067,3.77,11.9,93.25,101.9,220.9,2.44,2070,10.976949,76.940655,1.33,Outside,Travelling,TMP003,Yes,High Temperature,80
TEL187660,EQX1185,RNT104453,2025-09-30 10:00:00,7.94,6726,7.91,64.9,156.27,76.8,299.7,6.9,1197,11.045778,76.921006,3.17,Inside,Idle,HYD002,Yes,High Vibration,78
TEL187661,EQX1021,RNT102126,2025-02-25 21:57:00,10.72,7992,9.23,94.7,163.0,89.4,200.0,7.06,960,9.90936,78.103027,2.72,Inside,Working,HYD002,Yes,High Vibration,70
TEL187662,EQX1152,RNT103453,2025-09-07 23:18:00,0.56,5674,0.54,14.5,8.34,102.9,180.4,6.45,1908,11.004772,76.921697,3.41,Inside,Travelling,TMP003,Yes,High Temperature,76
TEL187663,EQX1052,RNT101457,2025-06-08 05:38:00,5.62,7217,4.24,6.1,72.74,109.6,304.5,4.79,913,9.883684,78.168141,4.63,Inside,Stopped,TMP003,Yes,High Temperature,70
TEL187664,EQX1254,RNT101906,2025-07-13 21:11:00,8.71,9887,0.18,80.2,97.52,102.4,251.8,3.98,1820,13.020949,77.619943,0.09,Inside,Working,TMP003,Yes,High Temperature,81
TEL187665,EQX1106,RNT100261,2025-08-27 23:40:00,1.05,1628,0.26,91.6,12.32,92.8,213.2,6.33,1980,11.004865,76.959032,0.25,Inside,Travelling,HYD002,Yes,High Vibration,80
TEL187666,EQX1036,RNT103816,2025-03-10 02:40:00,1.55,4207,1.32,61.4,17.14,85.1,266.1,6.32,1276,11.057298,76.953194,0.62,Inside,Idle,HYD002,Yes,High Vibration,80
TEL187667,EQX1242,RNT104187,2025-10-05 01:30:00,0.93,12592,0.76,76.3,12.76,107.6,236.3,6.84,2176,10.981513,76.953867,0.0,Inside,Working,TMP003,Yes,High Temperature,69
TEL187668,EQX1040,RNT100228,2025-06-05 18:22:00,6.04,10503,5.77,65.7,64.16,85.9,193.6,7.33,1319,17.35544,78.488954,1.67,Inside,Working,HYD002,Yes,High Vibration,72
TEL187669,EQX1007,RNT100673,2025-01-24 20:23:00,3.56,1593,3.13,89.6,51.48,70.9,194.5,2.2,869,9.964878,78.137224,0.33,Inside,Working,NONE,No,None,93
TEL187670,EQX1012,RNT102453,2025-02-28 02:57:00,5.02,3171,4.77,24.2,66.42,103.5,302.2,7.87,1322,12.92611,77.608399,1.06,Inside,Travelling,TMP003,Yes,High Temperature,63
TEL187671,EQX1034,RNT102918,2025-11-30 09:41:00,5.31,940,2.84,57.5,74.29,108.8,268.0,6.86,924,10.984572,76.939773,2.95,Inside,Travelling,TMP003,Yes,High Temperature,67
TEL187672,EQX1296,RNT103725,2025-10-27 19:55:00,9.96,14390,7.2,73.5,86.89,84.8,201.0,3.87,1355,13.118551,80.258931,2.14,Inside,Working,NONE,No,None,79
TEL187673,EQX1210,RNT100513,2025-12-14 22:58:00,0.12,14096,0.1,34.9,2.01,85.6,269.2,1.47,813,17.421171,78.544696,4.97,Inside,Stopped,NONE,No,None,88
TEL187674,EQX1286,RNT103705,2025-11-23 12:06:00,0.99,12626,0.41,45.0,19.11,80.0,182.9,6.37,1693,17.399234,78.494767,4.01,Inside,Working,HYD002,Yes,High Vibration,84
TEL187675,EQX1236,RNT101589,2025-03-25 15:58:00,3.19,1507,2.19,39.9,37.58,95.9,237.7,2.65,1452,13.115501,80.275189,0.98,Inside,Working,ENG001,Yes,Maintenance Due,85
TEL187676,EQX1136,RNT100293,2025-11-05 20:08:00,10.09,1273,2.22,36.9,107.36,106.8,218.3,6.03,1304,17.377267,78.52912,2.99,Outside,Idle,TMP003,Yes,High Temperature,71
TEL187677,EQX1177,RNT102253,2025-06-18 23:42:00,1.93,7576,0.17,89.7,20.21,108.4,257.2,4.43,1109,13.064898,80.25633,0.81,Inside,Working,TMP003,Yes,High Temperature,76
TEL187678,EQX1205,RNT102556,2025-11-07 23:25:00,8.54,10718,2.2,26.6,151.38,108.2,245.3,6.47,1583,11.014984,76.990027,4.23,Inside,Working,TMP003,Yes,High Temperature,67
TEL187679,EQX1254,RNT101107,2025-10-01 15:24:00,7.09,4450,1.31,84.9,81.15,73.1,235.5,3.71,2039,13.013312,77.63136,2.78,Inside,Working,NONE,No,None,90
TEL187680,EQX1298,RNT100058,2025-09-13 15:27:00,5.41,4656,0.88,17.4,91.0,88.9,286.5,6.71,1932,17.399841,78.507305,0.48,Inside,Working,HYD002,Yes,High Vibration,75
TEL187681,EQX1179,RNT102271,2025-08-05 09:47:00,10.16,2683,4.03,89.2,139.38,72.6,292.1,2.92,1454,10.979726,76.948348,1.96,Inside,Idle,NONE,No,None,89
TEL187682,EQX1092,RNT101404,2025-10-27 15:53:00,0.81,1520,0.68,46.9,10.03,94.9,242.0,5.38,1304,9.934248,78.127582,3.08,Inside,Working,NONE,No,None,79
TEL187683,EQX1087,RNT101726,2025-01-08 00:05:00,11.2,2509,4.59,82.4,187.56,97.1,216.9,6.36,2155,12.939332,77.621007,3.76,Inside,Working,HYD002,Yes,High Vibration,73
TEL187684,EQX1102,RNT103475,2025-01-26 21:17:00,4.93,2050,4.44,61.0,67.08,96.0,304.4,1.86,1729,12.95822,77.577379,0.63,Inside,Travelling,NONE,No,None,79
TEL187685,EQX1298,RNT101623,2025-02-07 07:06:00,7.1,10725,1.73,62.8,104.03,88.3,269.4,1.77,1848,17.400032,78.49211,4.9,Inside,Working,NONE,No,None,85
TEL187686,EQX1117,RNT102048,2025-09-20 08:33:00,9.68,2228,9.43,54.8,83.12,108.5,198.0,1.66,1573,12.965952,77.639131,3.3,Inside,Working,TMP003,Yes,High Temperature,71
TEL187687,EQX1242,RNT100211,2025-12-10 09:49:00,0.41,6797,0.29,93.6,4.17,91.0,305.0,5.72,1761,10.988109,76.959491,2.45,Outside,Working,GPS005,Yes,Geofence Breach,78
